date,unit
GMW000000101584001,m NAP
GMW000000101585001,m NAP
GMW000000101586001,m NAP
GMW000000101587001,m NAP
GMW000000101588001,m NAP
GMW000000101589001,m NAP
GMW000000101590001,m NAP
GMW000000101591001,m NAP
GMW000000101592001,m NAP
GMW000000101593001,m NAP
GMW000000101594001,m NAP
GMW000000101595001,m NAP
GMW000000101596001,m NAP
GMW000000101597001,m NAP
GMW000000101598001,m NAP
GMW000000101599001,m NAP
GMW000000101600001,m NAP
GMW000000101601001,m NAP
GMW000000101602001,m NAP
GMW000000101603001,m NAP
GMW000000101604001,m NAP
GMW000000101605001,m NAP
GMW000000101606001,m NAP
GMW000000101607001,m NAP
GMW000000101608001,m NAP
GMW000000101609001,m NAP
GMW000000101610001,m NAP
GMW000000101611001,m NAP
GMW000000101612001,m NAP
GMW000000101613001,m NAP
GMW000000101614001,m NAP
GMW000000101615001,m NAP
GMW000000101616001,m NAP
GMW000000101617001,m NAP
GMW000000101618001,m NAP
GMW000000101619001,m NAP
GMW000000101620001,m NAP
GMW000000101621001,m NAP
GMW000000101622001,m NAP
GMW000000101623001,m NAP
GMW000000101624001,m NAP
GMW000000101625001,m NAP
GMW000000101626001,m NAP
GMW000000101627001,m NAP
GMW000000101628001,m NAP
GMW000000101629001,m NAP
GMW000000101630001,m NAP
GMW000000101631001,m NAP
GMW000000101632001,m NAP
GMW000000101633001,m NAP
GMW000000101634001,m NAP
GMW000000101635001,m NAP
GMW000000101636001,m NAP
GMW000000101637001,m NAP
GMW000000101638001,m NAP
GMW000000101639001,m NAP
GMW000000101640001,m NAP
GMW000000101641001,m NAP
GMW000000101642001,m NAP
GMW000000101643001,m NAP
GMW000000101644001,m NAP
GMW000000101645001,m NAP
GMW000000101646001,m NAP
GMW000000101647001,m NAP
GMW000000101648001,m NAP
GMW000000101649001,m NAP
GMW000000101650001,m NAP
GMW000000101651001,m NAP
GMW000000101652001,m NAP
GMW000000101653001,m NAP
GMW000000101654001,m NAP
GMW000000101655001,m NAP
GMW000000101656001,m NAP
GMW000000101657001,m NAP
GMW000000101658001,m NAP
GMW000000101659001,m NAP
GMW000000101660001,m NAP
GMW000000101661001,m NAP
GMW000000101662001,m NAP
GMW000000101663001,m NAP
GMW000000101664001,m NAP
GMW000000101665001,m NAP
GMW000000101666001,m NAP
GMW000000101667001,m NAP
GMW000000101668001,m NAP
GMW000000101669001,m NAP
GMW000000101670001,m NAP
GMW000000101671001,m NAP
GMW000000101672001,m NAP
GMW000000101673001,m NAP
GMW000000101674001,m NAP
GMW000000101675001,m NAP
GMW000000101676001,m NAP
GMW000000101677001,m NAP
GMW000000101678001,m NAP
GMW000000101679001,m NAP
GMW000000101680001,m NAP
GMW000000101681001,m NAP
GMW000000101682001,m NAP
GMW000000101683001,m NAP
GMW000000101684001,m NAP
GMW000000101685001,m NAP
GMW000000101686001,m NAP
GMW000000101687001,m NAP
GMW000000101688001,m NAP
GMW000000101689001,m NAP
GMW000000101690001,m NAP
GMW000000101691001,m NAP
GMW000000101692001,m NAP
GMW000000101693001,m NAP
GMW000000101694001,m NAP
GMW000000101695001,m NAP
GMW000000101696001,m NAP
GMW000000101697001,m NAP
GMW000000101698001,m NAP
GMW000000101699001,m NAP
GMW000000101700001,m NAP
GMW000000101701001,m NAP
GMW000000101702001,m NAP
GMW000000101703001,m NAP
GMW000000101704001,m NAP
GMW000000101705001,m NAP
GMW000000101706001,m NAP
GMW000000101707001,m NAP
GMW000000101708001,m NAP
GMW000000101709001,m NAP
GMW000000101710001,m NAP
GMW000000101711001,m NAP
GMW000000101712001,m NAP
GMW000000101713001,m NAP
GMW000000101714001,m NAP
GMW000000101715001,m NAP
GMW000000101716001,m NAP
GMW000000101717001,m NAP
GMW000000101718001,m NAP
GMW000000101719001,m NAP
GMW000000101720001,m NAP
GMW000000101721001,m NAP
GMW000000101722001,m NAP
GMW000000101723001,m NAP
GMW000000101724001,m NAP
GMW000000101725001,m NAP
GMW000000101726001,m NAP
GMW000000101727001,m NAP
GMW000000101728001,m NAP
GMW000000101729001,m NAP
GMW000000101730001,m NAP
GMW000000101731001,m NAP
GMW000000101732001,m NAP
GMW000000101733001,m NAP
GMW000000101734001,m NAP
GMW000000101735001,m NAP
GMW000000101736001,m NAP
GMW000000101737001,m NAP
GMW000000101738001,m NAP
GMW000000101739001,m NAP
GMW000000101740001,m NAP
GMW000000101741001,m NAP
GMW000000101742001,m NAP
GMW000000101743001,m NAP
GMW000000101744001,m NAP
GMW000000101745001,m NAP
GMW000000101746001,m NAP
GMW000000101747001,m NAP
GMW000000101748001,m NAP
GMW000000101749001,m NAP
GMW000000101750001,m NAP
GMW000000101751001,m NAP
GMW000000101752001,m NAP
GMW000000101753001,m NAP
GMW000000101754001,m NAP
GMW000000101755001,m NAP
GMW000000101756001,m NAP
GMW000000101757001,m NAP
GMW000000101758001,m NAP
GMW000000101759001,m NAP
GMW000000101760001,m NAP
GMW000000101761001,m NAP
GMW000000101762001,m NAP
GMW000000101763001,m NAP
GMW000000101764001,m NAP
GMW000000101765001,m NAP
GMW000000101766001,m NAP
GMW000000101767001,m NAP
GMW000000101768001,m NAP
GMW000000101769001,m NAP
GMW000000101770001,m NAP
GMW000000101771001,m NAP
GMW000000101772001,m NAP
GMW000000101773001,m NAP
GMW000000101774001,m NAP
GMW000000101775001,m NAP
GMW000000101776001,m NAP
GMW000000101777001,m NAP
GMW000000101778001,m NAP
GMW000000101779001,m NAP
GMW000000101780001,m NAP
GMW000000101781001,m NAP
GMW000000101782001,m NAP
GMW000000101783001,m NAP
GMW000000101784001,m NAP
GMW000000101785001,m NAP
GMW000000101786001,m NAP
GMW000000101787001,m NAP
GMW000000101788001,m NAP
GMW000000101789001,m NAP
GMW000000101790001,m NAP
GMW000000101791001,m NAP
GMW000000101792001,m NAP
GMW000000101793001,m NAP
GMW000000101794001,m NAP
GMW000000101795001,m NAP
GMW000000101796001,m NAP
GMW000000101797001,m NAP
GMW000000101798001,m NAP
GMW000000101799001,m NAP
GMW000000101800001,m NAP
GMW000000101801001,m NAP
GMW000000101802001,m NAP
GMW000000101803001,m NAP
GMW000000101804001,m NAP
GMW000000101805001,m NAP
GMW000000101806001,m NAP
GMW000000101807001,m NAP
GMW000000101808001,m NAP
GMW000000101809001,m NAP
GMW000000101810001,m NAP
GMW000000101811001,m NAP
GMW000000101812001,m NAP
GMW000000101813001,m NAP
GMW000000101814001,m NAP
GMW000000101815001,m NAP
GMW000000101816001,m NAP
GMW000000101817001,m NAP
GMW000000101818001,m NAP
GMW000000101819001,m NAP
GMW000000101820001,m NAP
GMW000000101821001,m NAP
GMW000000101822001,m NAP
GMW000000101823001,m NAP
GMW000000101824001,m NAP
GMW000000101825001,m NAP
GMW000000101826001,m NAP
GMW000000101827001,m NAP
GMW000000101828001,m NAP
GMW000000101829001,m NAP
GMW000000101830001,m NAP
GMW000000101831001,m NAP
GMW000000101832001,m NAP
GMW000000101833001,m NAP
GMW000000101834001,m NAP
GMW000000101835001,m NAP
GMW000000101836001,m NAP
GMW000000101837001,m NAP
GMW000000101838001,m NAP
GMW000000101839001,m NAP
GMW000000101840001,m NAP
GMW000000101841001,m NAP
GMW000000101842001,m NAP
GMW000000101843001,m NAP
GMW000000101844001,m NAP
GMW000000101845001,m NAP
GMW000000101846001,m NAP
GMW000000101847001,m NAP
GMW000000101848001,m NAP
GMW000000101849001,m NAP
GMW000000101850001,m NAP
GMW000000101851001,m NAP
GMW000000101852001,m NAP
GMW000000101853001,m NAP
GMW000000101854001,m NAP
GMW000000101855001,m NAP
GMW000000101856001,m NAP
GMW000000101857001,m NAP
GMW000000101858001,m NAP
GMW000000101859001,m NAP
GMW000000101860001,m NAP
GMW000000101861001,m NAP
GMW000000101862001,m NAP
GMW000000101863001,m NAP
GMW000000101864001,m NAP
GMW000000101865001,m NAP
GMW000000101866001,m NAP
GMW000000101867001,m NAP
GMW000000101868001,m NAP
GMW000000101869001,m NAP
GMW000000101870001,m NAP
GMW000000101871001,m NAP
GMW000000101872001,m NAP
GMW000000101873001,m NAP
GMW000000101874001,m NAP
GMW000000101875001,m NAP
GMW000000101876001,m NAP
GMW000000101877001,m NAP
GMW000000101878001,m NAP
GMW000000101879001,m NAP
GMW000000101880001,m NAP
GMW000000101881001,m NAP
GMW000000101882001,m NAP
GMW000000101883001,m NAP
GMW000000101884001,m NAP
GMW000000101885001,m NAP
GMW000000101886001,m NAP
GMW000000101887001,m NAP
GMW000000101888001,m NAP
GMW000000101889001,m NAP
GMW000000101890001,m NAP
GMW000000101891001,m NAP
GMW000000101892001,m NAP
GMW000000101893001,m NAP
GMW000000101894001,m NAP
GMW000000101895001,m NAP
GMW000000101896001,m NAP
GMW000000101897001,m NAP
GMW000000101898001,m NAP
GMW000000101899001,m NAP
GMW000000101900001,m NAP
GMW000000101901001,m NAP
GMW000000101902001,m NAP
GMW000000101903001,m NAP
GMW000000101904001,m NAP
GMW000000101905001,m NAP
GMW000000101906001,m NAP
GMW000000101907001,m NAP
GMW000000101908001,m NAP
GMW000000101909001,m NAP
GMW000000101910001,m NAP
GMW000000101911001,m NAP
GMW000000101912001,m NAP
GMW000000101913001,m NAP
GMW000000101914001,m NAP
GMW000000101915001,m NAP
GMW000000101916001,m NAP
GMW000000101917001,m NAP
GMW000000101918001,m NAP
GMW000000101919001,m NAP
GMW000000101920001,m NAP
GMW000000101921001,m NAP
GMW000000101922001,m NAP
GMW000000101923001,m NAP
GMW000000101924001,m NAP
GMW000000101925001,m NAP
GMW000000101926001,m NAP
GMW000000101927001,m NAP
GMW000000101928001,m NAP
GMW000000101929001,m NAP
GMW000000101930001,m NAP
GMW000000101931001,m NAP
GMW000000101932001,m NAP
GMW000000101933001,m NAP
GMW000000101934001,m NAP
GMW000000101935001,m NAP
GMW000000101936001,m NAP
GMW000000101937001,m NAP
GMW000000101938001,m NAP
GMW000000101939001,m NAP
GMW000000101940001,m NAP
GMW000000101941001,m NAP
GMW000000101942001,m NAP
GMW000000101943001,m NAP
GMW000000101944001,m NAP
GMW000000101945001,m NAP
GMW000000101946001,m NAP
GMW000000101947001,m NAP
GMW000000101948001,m NAP
GMW000000101949001,m NAP
GMW000000101950001,m NAP
GMW000000101951001,m NAP
GMW000000101952001,m NAP
GMW000000101953001,m NAP
GMW000000101954001,m NAP
GMW000000101955001,m NAP
GMW000000101956001,m NAP
GMW000000101957001,m NAP
GMW000000101958001,m NAP
GMW000000101959001,m NAP
GMW000000101960001,m NAP
GMW000000101961001,m NAP
GMW000000101962001,m NAP
GMW000000101963001,m NAP
GMW000000101964001,m NAP
GMW000000101965001,m NAP
GMW000000101966001,m NAP
GMW000000101967001,m NAP
GMW000000101968001,m NAP
GMW000000101969001,m NAP
GMW000000101970001,m NAP
GMW000000101971001,m NAP
GMW000000101972001,m NAP
GMW000000101973001,m NAP
GMW000000101974001,m NAP
GMW000000101975001,m NAP
GMW000000101976001,m NAP
GMW000000101977001,m NAP
GMW000000101978001,m NAP
GMW000000101979001,m NAP
GMW000000101980001,m NAP
GMW000000101981001,m NAP
GMW000000101982001,m NAP
GMW000000101983001,m NAP
GMW000000101984001,m NAP
GMW000000101985001,m NAP
GMW000000101986001,m NAP
GMW000000101987001,m NAP
GMW000000101988001,m NAP
GMW000000101989001,m NAP
GMW000000101990001,m NAP
GMW000000101991001,m NAP
GMW000000101992001,m NAP
GMW000000101993001,m NAP
GMW000000101994001,m NAP
GMW000000101995001,m NAP
GMW000000101996001,m NAP
GMW000000101997001,m NAP
GMW000000101998001,m NAP
GMW000000101999001,m NAP
GMW000000102000001,m NAP
GMW000000102001001,m NAP
GMW000000102002001,m NAP
GMW000000102003001,m NAP
GMW000000102004001,m NAP
GMW000000102005001,m NAP
GMW000000102006001,m NAP
GMW000000102007001,m NAP
GMW000000102008001,m NAP
GMW000000102009001,m NAP
GMW000000102010001,m NAP
GMW000000102011001,m NAP
GMW000000102012001,m NAP
GMW000000102013001,m NAP
GMW000000102014001,m NAP
GMW000000102015001,m NAP
GMW000000102016001,m NAP
GMW000000102017001,m NAP
GMW000000102018001,m NAP
GMW000000102019001,m NAP
GMW000000102020001,m NAP
GMW000000102021001,m NAP
GMW000000102022001,m NAP
GMW000000102023001,m NAP
GMW000000102024001,m NAP
GMW000000102025001,m NAP
GMW000000102026001,m NAP
GMW000000102027001,m NAP
GMW000000102028001,m NAP
GMW000000102029001,m NAP
GMW000000102030001,m NAP
GMW000000102031001,m NAP
GMW000000102032001,m NAP
GMW000000102033001,m NAP
GMW000000102034001,m NAP
GMW000000102035001,m NAP
GMW000000102036001,m NAP
GMW000000102037001,m NAP
GMW000000102038001,m NAP
GMW000000102039001,m NAP
GMW000000102040001,m NAP
GMW000000102041001,m NAP
GMW000000102042001,m NAP
GMW000000102043001,m NAP
GMW000000102044001,m NAP
GMW000000102045001,m NAP
GMW000000102046001,m NAP
GMW000000102047001,m NAP
GMW000000102048001,m NAP
GMW000000102049001,m NAP
GMW000000102050001,m NAP
GMW000000102051001,m NAP
GMW000000102052001,m NAP
GMW000000102053001,m NAP
GMW000000102054001,m NAP
GMW000000102055001,m NAP
GMW000000102056001,m NAP
GMW000000102057001,m NAP
GMW000000102058001,m NAP
GMW000000102059001,m NAP
GMW000000102060001,m NAP
GMW000000102061001,m NAP
GMW000000102062001,m NAP
GMW000000102063001,m NAP
GMW000000102064001,m NAP
GMW000000102065001,m NAP
GMW000000102066001,m NAP
GMW000000102067001,m NAP
GMW000000102068001,m NAP
GMW000000102069001,m NAP
GMW000000102070001,m NAP
GMW000000102071001,m NAP
GMW000000102072001,m NAP
GMW000000102073001,m NAP
GMW000000102074001,m NAP
GMW000000102075001,m NAP
GMW000000102076001,m NAP
GMW000000102077001,m NAP
GMW000000102078001,m NAP
GMW000000102079001,m NAP
GMW000000102080001,m NAP
GMW000000102081001,m NAP
GMW000000102082001,m NAP
GMW000000102083001,m NAP
GMW000000102084001,m NAP
GMW000000102085001,m NAP
GMW000000102086001,m NAP
GMW000000102087001,m NAP
GMW000000102088001,m NAP
GMW000000102089001,m NAP
GMW000000102090001,m NAP
GMW000000102091001,m NAP
GMW000000102092001,m NAP
GMW000000102093001,m NAP
GMW000000102094001,m NAP
GMW000000102095001,m NAP
GMW000000102096001,m NAP
GMW000000102097001,m NAP
GMW000000102098001,m NAP
GMW000000102099001,m NAP
GMW000000102100001,m NAP
GMW000000102101001,m NAP
GMW000000102102001,m NAP
GMW000000102103001,m NAP
GMW000000102104001,m NAP
GMW000000102105001,m NAP
GMW000000102106001,m NAP
GMW000000102107001,m NAP
GMW000000102108001,m NAP
GMW000000102109001,m NAP
GMW000000102110001,m NAP
GMW000000102111001,m NAP
GMW000000102112001,m NAP
GMW000000102113001,m NAP
GMW000000102114001,m NAP
GMW000000102115001,m NAP
GMW000000102116001,m NAP
GMW000000102117001,m NAP
GMW000000102118001,m NAP
GMW000000102119001,m NAP
GMW000000102120001,m NAP
GMW000000102121001,m NAP
GMW000000102122001,m NAP
GMW000000102123001,m NAP
GMW000000102124001,m NAP
GMW000000102125001,m NAP
GMW000000102126001,m NAP
GMW000000102127001,m NAP
GMW000000102128001,m NAP
GMW000000102129001,m NAP
GMW000000102130001,m NAP
GMW000000102131001,m NAP
GMW000000102132001,m NAP
GMW000000102133001,m NAP
GMW000000102134001,m NAP
GMW000000102135001,m NAP
GMW000000102136001,m NAP
GMW000000102137001,m NAP
GMW000000102138001,m NAP
GMW000000102139001,m NAP
GMW000000102140001,m NAP
GMW000000102141001,m NAP
GMW000000102142001,m NAP
GMW000000102143001,m NAP
GMW000000102144001,m NAP
GMW000000102145001,m NAP
GMW000000102146001,m NAP
GMW000000102147001,m NAP
GMW000000102148001,m NAP
GMW000000102149001,m NAP
GMW000000102150001,m NAP
GMW000000102151001,m NAP
GMW000000102152001,m NAP
GMW000000102153001,m NAP
GMW000000102154001,m NAP
GMW000000102155001,m NAP
GMW000000102156001,m NAP
GMW000000102157001,m NAP
GMW000000102158001,m NAP
GMW000000102159001,m NAP
GMW000000102160001,m NAP
GMW000000102161001,m NAP
GMW000000102162001,m NAP
GMW000000102163001,m NAP
GMW000000102164001,m NAP
GMW000000102165001,m NAP
GMW000000102166001,m NAP
GMW000000102167001,m NAP
GMW000000102168001,m NAP
GMW000000102169001,m NAP
GMW000000102170001,m NAP
GMW000000102171001,m NAP
GMW000000102172001,m NAP
GMW000000102173001,m NAP
GMW000000102174001,m NAP
GMW000000102175001,m NAP
GMW000000102176001,m NAP
GMW000000102177001,m NAP
GMW000000102178001,m NAP
GMW000000102179001,m NAP
GMW000000102180001,m NAP
GMW000000102181001,m NAP
GMW000000102182001,m NAP
GMW000000102183001,m NAP
GMW000000102184001,m NAP
GMW000000102185001,m NAP
GMW000000102186001,m NAP
GMW000000102187001,m NAP
GMW000000102188001,m NAP
GMW000000102189001,m NAP
GMW000000102190001,m NAP
GMW000000102191001,m NAP
GMW000000102192001,m NAP
GMW000000102193001,m NAP
GMW000000102194001,m NAP
GMW000000102195001,m NAP
GMW000000102196001,m NAP
GMW000000102197001,m NAP
GMW000000102198001,m NAP
GMW000000102199001,m NAP
GMW000000102200001,m NAP
GMW000000102201001,m NAP
GMW000000102202001,m NAP
GMW000000102203001,m NAP
GMW000000102204001,m NAP
GMW000000102205001,m NAP
GMW000000102206001,m NAP
GMW000000102207001,m NAP
GMW000000102208001,m NAP
GMW000000102209001,m NAP
GMW000000102210001,m NAP
GMW000000102211001,m NAP
GMW000000102212001,m NAP
GMW000000102213001,m NAP
GMW000000102214001,m NAP
GMW000000102215001,m NAP
GMW000000102216001,m NAP
GMW000000102217001,m NAP
GMW000000102218001,m NAP
GMW000000102219001,m NAP
GMW000000102220001,m NAP
GMW000000102221001,m NAP
GMW000000102222001,m NAP
GMW000000102223001,m NAP
GMW000000102224001,m NAP
GMW000000102225001,m NAP
GMW000000102226001,m NAP
GMW000000102227001,m NAP
GMW000000102228001,m NAP
GMW000000102229001,m NAP
GMW000000102230001,m NAP
GMW000000102231001,m NAP
GMW000000102232001,m NAP
GMW000000102233001,m NAP
GMW000000102234001,m NAP
GMW000000102235001,m NAP
GMW000000102236001,m NAP
GMW000000102237001,m NAP
GMW000000102238001,m NAP
GMW000000102239001,m NAP
GMW000000102240001,m NAP
GMW000000102241001,m NAP
GMW000000102242001,m NAP
GMW000000102243001,m NAP
GMW000000102244001,m NAP
GMW000000102245001,m NAP
GMW000000102246001,m NAP
GMW000000102247001,m NAP
GMW000000102248001,m NAP
GMW000000102249001,m NAP
GMW000000102250001,m NAP
GMW000000102251001,m NAP
GMW000000102252001,m NAP
GMW000000102253001,m NAP
GMW000000102254001,m NAP
GMW000000102255001,m NAP
GMW000000102256001,m NAP
GMW000000102257001,m NAP
GMW000000102258001,m NAP
GMW000000102259001,m NAP
GMW000000102260001,m NAP
GMW000000102261001,m NAP
GMW000000102262001,m NAP
GMW000000102263001,m NAP
GMW000000102264001,m NAP
GMW000000102265001,m NAP
GMW000000102266001,m NAP
GMW000000102267001,m NAP
GMW000000102268001,m NAP
GMW000000102269001,m NAP
GMW000000102270001,m NAP
GMW000000102271001,m NAP
GMW000000102272001,m NAP
GMW000000102273001,m NAP
GMW000000102274001,m NAP
GMW000000102275001,m NAP
GMW000000102276001,m NAP
GMW000000102277001,m NAP
GMW000000102278001,m NAP
GMW000000102279001,m NAP
GMW000000102280001,m NAP
GMW000000102281001,m NAP
GMW000000102282001,m NAP
GMW000000102283001,m NAP
GMW000000102284001,m NAP
GMW000000102285001,m NAP
GMW000000102286001,m NAP
GMW000000102287001,m NAP
GMW000000102288001,m NAP
GMW000000102289001,m NAP
GMW000000102290001,m NAP
GMW000000102291001,m NAP
GMW000000102292001,m NAP
GMW000000102293001,m NAP
GMW000000102294001,m NAP
GMW000000102295001,m NAP
GMW000000102296001,m NAP
GMW000000102297001,m NAP
GMW000000102298001,m NAP
GMW000000102299001,m NAP
GMW000000102300001,m NAP
GMW000000102301001,m NAP
GMW000000102302001,m NAP
GMW000000102311001,m NAP
GMW000000102312001,m NAP
GMW000000102313001,m NAP
GMW000000102314001,m NAP
GMW000000102315001,m NAP
GMW000000102316001,m NAP
GMW000000102317001,m NAP
GMW000000102318001,m NAP
GMW000000102319001,m NAP
GMW000000102320001,m NAP
GMW000000102321001,m NAP
GMW000000102322001,m NAP
GMW000000102323001,m NAP
GMW000000102324001,m NAP
GMW000000102325001,m NAP
GMW000000102326001,m NAP
GMW000000102327001,m NAP
GMW000000102328001,m NAP
GMW000000102329001,m NAP
GMW000000102330001,m NAP
GMW000000102331001,m NAP
GMW000000102332001,m NAP
GMW000000102333001,m NAP
GMW000000102334001,m NAP
GMW000000102335001,m NAP
GMW000000102336001,m NAP
GMW000000102337001,m NAP
GMW000000102338001,m NAP
GMW000000102339001,m NAP
GMW000000102340001,m NAP
GMW000000102341001,m NAP
GMW000000102342001,m NAP
GMW000000102343001,m NAP
GMW000000102344001,m NAP
GMW000000102345001,m NAP
GMW000000102346001,m NAP
GMW000000102347001,m NAP
GMW000000102348001,m NAP
GMW000000102349001,m NAP
GMW000000102350001,m NAP
GMW000000102351001,m NAP
GMW000000102352001,m NAP
GMW000000102353001,m NAP
GMW000000102354001,m NAP
GMW000000102355001,m NAP
GMW000000102356001,m NAP
GMW000000102357001,m NAP
GMW000000102358001,m NAP
GMW000000102359001,m NAP
GMW000000102360001,m NAP
GMW000000102361001,m NAP
GMW000000102362001,m NAP
GMW000000102363001,m NAP
GMW000000102364001,m NAP
GMW000000102365001,m NAP
GMW000000102366001,m NAP
GMW000000102367001,m NAP
GMW000000102368001,m NAP
GMW000000102369001,m NAP
GMW000000102370001,m NAP
GMW000000102371001,m NAP
GMW000000102372001,m NAP
GMW000000102373001,m NAP
GMW000000102374001,m NAP
GMW000000102375001,m NAP
GMW000000102376001,m NAP
GMW000000102377001,m NAP
GMW000000102378001,m NAP
GMW000000102379001,m NAP
GMW000000102380001,m NAP
GMW000000102381001,m NAP
GMW000000102382001,m NAP
GMW000000102383001,m NAP
GMW000000102384001,m NAP
GMW000000102385001,m NAP
GMW000000102386001,m NAP
GMW000000102387001,m NAP
GMW000000102388001,m NAP
GMW000000102389001,m NAP
GMW000000102390001,m NAP
GMW000000102391001,m NAP
GMW000000102392001,m NAP
GMW000000102393001,m NAP
GMW000000102394001,m NAP
GMW000000102395001,m NAP
GMW000000102396001,m NAP
GMW000000102397001,m NAP
GMW000000102398001,m NAP
GMW000000102399001,m NAP
GMW000000102400001,m NAP
GMW000000102401001,m NAP
GMW000000102402001,m NAP
GMW000000102403001,m NAP
GMW000000102404001,m NAP
GMW000000102405001,m NAP
GMW000000102406001,m NAP
GMW000000102407001,m NAP
GMW000000102408001,m NAP
GMW000000102409001,m NAP
GMW000000102410001,m NAP
GMW000000102411001,m NAP
GMW000000102412001,m NAP
GMW000000102413001,m NAP
GMW000000102414001,m NAP
GMW000000102415001,m NAP
GMW000000102416001,m NAP
GMW000000102417001,m NAP
GMW000000102418001,m NAP
GMW000000102419001,m NAP
GMW000000102420001,m NAP
GMW000000102421001,m NAP
GMW000000102422001,m NAP
GMW000000102423001,m NAP
GMW000000102424001,m NAP
GMW000000102425001,m NAP
GMW000000102426001,m NAP
GMW000000102427001,m NAP
GMW000000102428001,m NAP
GMW000000102429001,m NAP
GMW000000102430001,m NAP
GMW000000102431001,m NAP
GMW000000102432001,m NAP
GMW000000102433001,m NAP
GMW000000102434001,m NAP
GMW000000102435001,m NAP
GMW000000102436001,m NAP
GMW000000102437001,m NAP
GMW000000102438001,m NAP
GMW000000102439001,m NAP
GMW000000102440001,m NAP
GMW000000102441001,m NAP
GMW000000102442001,m NAP
GMW000000102443001,m NAP
GMW000000102444001,m NAP
GMW000000102445001,m NAP
GMW000000102446001,m NAP
GMW000000102447001,m NAP
GMW000000102448001,m NAP
GMW000000102449001,m NAP
GMW000000102450001,m NAP
GMW000000102451001,m NAP
GMW000000102452001,m NAP
GMW000000102453001,m NAP
GMW000000102454001,m NAP
GMW000000102455001,m NAP
GMW000000102456001,m NAP
GMW000000102457001,m NAP
GMW000000102458001,m NAP
GMW000000102459001,m NAP
GMW000000102471001,m NAP
GMW000000102472001,m NAP
GMW000000102473001,m NAP
GMW000000102474001,m NAP
GMW000000102475001,m NAP
GMW000000102476001,m NAP
GMW000000102477001,m NAP
GMW000000102478001,m NAP
GMW000000102479001,m NAP
GMW000000102480001,m NAP
GMW000000102481001,m NAP
GMW000000102482001,m NAP
GMW000000102483001,m NAP
GMW000000102484001,m NAP
GMW000000102485001,m NAP
GMW000000102486001,m NAP
GMW000000102487001,m NAP
GMW000000102488001,m NAP
GMW000000102489001,m NAP
GMW000000102490001,m NAP
GMW000000102491001,m NAP
GMW000000102492001,m NAP
GMW000000102493001,m NAP
GMW000000102494001,m NAP
GMW000000102495001,m NAP
GMW000000102496001,m NAP
GMW000000102497001,m NAP
GMW000000102498001,m NAP
GMW000000102499001,m NAP
GMW000000102500001,m NAP
GMW000000102501001,m NAP
GMW000000102502001,m NAP
GMW000000102503001,m NAP
GMW000000102504001,m NAP
GMW000000102505001,m NAP
GMW000000102506001,m NAP
GMW000000102507001,m NAP
GMW000000102508001,m NAP
GMW000000102509001,m NAP
GMW000000102510001,m NAP
GMW000000102511001,m NAP
GMW000000102512001,m NAP
GMW000000102513001,m NAP
GMW000000102514001,m NAP
GMW000000102515001,m NAP
GMW000000102516001,m NAP
GMW000000102517001,m NAP
GMW000000102518001,m NAP
GMW000000102519001,m NAP
GMW000000102520001,m NAP
GMW000000102521001,m NAP
GMW000000102522001,m NAP
GMW000000102523001,m NAP
GMW000000102524001,m NAP
GMW000000102525001,m NAP
GMW000000102526001,m NAP
GMW000000102527001,m NAP
GMW000000102528001,m NAP
GMW000000102529001,m NAP
GMW000000102530001,m NAP
GMW000000102531001,m NAP
GMW000000102532001,m NAP
GMW000000102533001,m NAP
GMW000000102534001,m NAP
GMW000000102535001,m NAP
GMW000000102536001,m NAP
GMW000000102537001,m NAP
GMW000000102538001,m NAP
GMW000000102539001,m NAP
GMW000000102540001,m NAP
GMW000000102541001,m NAP
GMW000000102542001,m NAP
GMW000000102543001,m NAP
GMW000000102544001,m NAP
GMW000000102545001,m NAP
GMW000000102546001,m NAP
GMW000000102547001,m NAP
GMW000000102548001,m NAP
GMW000000102549001,m NAP
GMW000000102550001,m NAP
GMW000000102551001,m NAP
GMW000000102552001,m NAP
GMW000000102553001,m NAP
GMW000000102554001,m NAP
GMW000000102555001,m NAP
GMW000000102556001,m NAP
GMW000000102557001,m NAP
GMW000000102558001,m NAP
GMW000000102559001,m NAP
GMW000000102560001,m NAP
GMW000000102561001,m NAP
GMW000000102562001,m NAP
GMW000000102563001,m NAP
GMW000000102564001,m NAP
GMW000000102565001,m NAP
GMW000000102566001,m NAP
GMW000000102567001,m NAP
GMW000000102568001,m NAP
GMW000000102569001,m NAP
GMW000000102570001,m NAP
GMW000000102571001,m NAP
GMW000000102572001,m NAP
GMW000000102573001,m NAP
GMW000000102574001,m NAP
GMW000000102575001,m NAP
GMW000000102576001,m NAP
GMW000000102577001,m NAP
GMW000000102578001,m NAP
GMW000000102579001,m NAP
GMW000000102580001,m NAP
GMW000000102581001,m NAP
GMW000000102582001,m NAP
GMW000000102583001,m NAP
GMW000000102584001,m NAP
GMW000000102585001,m NAP
GMW000000102586001,m NAP
GMW000000102587001,m NAP
GMW000000102588001,m NAP
GMW000000102589001,m NAP
GMW000000102590001,m NAP
GMW000000102591001,m NAP
GMW000000102592001,m NAP
GMW000000102593001,m NAP
GMW000000102594001,m NAP
GMW000000102595001,m NAP
GMW000000102596001,m NAP
GMW000000102597001,m NAP
GMW000000102598001,m NAP
GMW000000102599001,m NAP
GMW000000102600001,m NAP
GMW000000102601001,m NAP
